PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS,,
SP8 5BY,10,N,5,5,5,0,0,5,0,376220,130390,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5BY
SP8 5BZ,10,N,10,10,10,0,0,10,0,376329,130279,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5BZ
SP8 5DA,10,N,6,6,6,0,0,6,0,377370,130803,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DA
SP8 5DB,10,N,10,10,9,1,0,10,0,377763,130855,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DB
SP8 5DD,10,N,4,4,4,0,0,4,0,377862,130780,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DD
SP8 5DE,10,N,14,14,14,0,0,14,0,377975,130787,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5DE,
SP8 5DF,10,N,11,11,10,1,0,11,0,377979,130650,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DF
SP8 5DG,10,N,3,3,3,0,0,3,0,378187,130528,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DG
SP8 5DH,10,N,20,20,20,0,0,20,0,377288,130750,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5DH,
SP8 5DL,10,N,27,27,27,0,0,27,0,377460,130768,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5DL,
SP8 5DN,10,N,3,3,3,0,0,3,0,377946,130874,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DN
SP8 5DP,10,N,8,8,8,0,0,8,0,379089,126423,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DP
SP8 5DQ,10,N,6,6,6,0,0,6,0,378507,130212,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DQ
SP8 5DR,10,N,3,3,3,0,0,3,0,378995,126182,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DR
SP8 5DS,10,N,3,3,3,0,0,3,0,379192,125994,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DS
SP8 5DT,10,N,4,4,4,0,0,4,0,378311,125465,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DT
SP8 5DU,10,N,5,5,5,0,0,5,0,377440,124726,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DU
SP8 5DW,10,N,3,3,3,0,0,3,0,376918,130397,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DW
SP8 5DX,10,N,1,1,1,0,0,1,0,377133,124786,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DX
SP8 5DY,10,N,4,4,4,0,0,4,0,377030,124779,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DY
SP8 5DZ,10,N,9,8,7,2,0,8,1,376908,125228,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5DZ
SP8 5EA,10,N,4,4,4,0,0,4,0,376906,124585,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EA
SP8 5EB,10,N,3,3,3,0,0,3,0,376885,124340,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EB
SP8 5ED,10,N,3,3,3,0,0,3,0,376948,124050,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5ED
SP8 5EE,10,N,6,6,6,0,0,6,0,377280,123551,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EE
SP8 5EF,10,N,5,5,5,0,0,5,0,377398,123081,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EF
SP8 5EG,10,N,22,22,17,5,0,22,0,376749,123165,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5EG,
SP8 5EH,10,N,1,1,1,0,0,1,0,376501,123458,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EH
SP8 5EJ,10,N,1,1,1,0,0,1,0,376292,123471,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EJ
SP8 5EL,10,N,8,8,8,0,0,8,0,376361,123255,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EL
SP8 5EN,10,N,27,27,27,0,0,27,0,376275,123133,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5EN,
SP8 5EP,10,N,2,2,2,0,0,2,0,376647,122510,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EP
SP8 5EQ,10,N,5,5,5,0,0,5,0,376469,123247,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EQ
SP8 5ER,10,N,13,13,13,0,0,13,0,376726,122844,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5ER,
SP8 5ES,10,N,2,2,2,0,0,2,0,376591,123005,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5ES
SP8 5ET,10,N,10,10,10,0,0,10,0,376398,122827,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5ET
SP8 5EU,10,N,8,8,8,0,0,8,0,376142,122635,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EU
SP8 5EW,10,N,25,25,25,0,0,25,0,376424,122989,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5EW,
SP8 5EX,10,N,2,2,2,0,0,2,0,376237,122050,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EX
SP8 5EY,10,N,1,1,1,0,0,1,0,376080,122553,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EY
SP8 5EZ,10,N,3,3,3,0,0,3,0,376132,122946,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5EZ
SP8 5FB,10,N,20,20,6,14,0,20,0,382191,125553,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FB
SP8 5FD,10,N,7,7,7,0,0,7,0,377363,130624,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FD
SP8 5FF,10,N,2,2,2,0,0,2,0,375442,121422,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FF
SP8 5FG,10,N,1,1,0,1,0,1,0,376906,130299,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FG
SP8 5FJ,10,N,1,1,1,0,0,1,0,378022,130638,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FJ
SP8 5FL,10,N,6,6,6,0,0,6,0,376853,130142,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FL
SP8 5FN,10,N,6,6,6,0,0,6,0,377474,130961,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5FN
SP8 5GY,10,N,4,4,4,0,0,4,0,380264,123261,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5GY
SP8 5HA,10,N,1,1,1,0,0,1,0,376141,123477,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HA
SP8 5HB,10,N,2,2,2,0,0,2,0,375228,122790,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HB
SP8 5HD,10,N,6,6,6,0,0,6,0,376064,123871,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HD
SP8 5HE,10,N,4,4,4,0,0,4,0,376237,124396,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HE
SP8 5HF,10,N,6,6,6,0,0,6,0,375673,124382,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HF
SP8 5HG,10,N,13,13,13,0,0,13,0,375495,124637,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5HG,
SP8 5HH,10,N,3,3,3,0,0,3,0,375518,124678,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HH
SP8 5HJ,10,N,8,8,8,0,0,8,0,375403,124710,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HJ
SP8 5HL,10,N,6,6,6,0,0,6,0,375178,124629,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HL
SP8 5HN,10,N,3,3,3,0,0,3,0,375300,123526,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HN
SP8 5HP,10,N,3,3,3,0,0,3,0,374454,124090,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HP
SP8 5HQ,10,N,4,4,4,0,0,4,0,375542,124669,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HQ
SP8 5HR,10,N,3,3,3,0,0,3,0,374501,123543,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HR
SP8 5HS,10,N,26,26,26,0,0,26,0,375747,124733,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5HS,
SP8 5HT,10,N,8,8,8,0,0,8,0,375990,124880,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HT
SP8 5HW,10,N,3,3,3,0,0,3,0,374511,124024,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HW
SP8 5HX,10,N,23,23,23,0,0,23,0,376178,125198,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5HX,
SP8 5HY,10,N,9,9,8,1,0,9,0,375886,125541,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HY
SP8 5HZ,10,N,3,2,2,1,0,2,1,376015,125893,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5HZ
SP8 5JB,10,N,2,2,2,0,0,2,0,377421,130056,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JB
SP8 5JD,10,N,10,10,10,0,0,10,0,380104,123215,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JD
SP8 5JE,10,N,6,6,6,0,0,6,0,376166,123032,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JE
SP8 5JF,10,N,1,1,1,0,0,1,0,375517,123929,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JF
SP8 5JG,10,N,4,4,3,1,0,4,0,382219,125444,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JG
SP8 5JH,10,N,15,15,15,0,0,15,0,380737,125105,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5JH,
SP8 5JJ,10,N,4,4,4,0,0,4,0,380923,125084,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JJ
SP8 5JL,10,N,2,2,2,0,0,2,0,380344,125157,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JL
SP8 5JN,10,N,1,1,1,0,0,1,0,380869,124782,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JN
SP8 5JQ,10,N,16,16,15,1,0,16,0,381803,125045,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5JQ,
SP8 5JR,10,N,23,23,23,0,0,23,0,380604,124036,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5JR,
SP8 5JS,10,N,10,10,9,1,0,10,0,380460,123614,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JS
SP8 5JT,10,N,4,4,4,0,0,4,0,380683,123418,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JT
SP8 5JU,10,N,2,2,2,0,0,2,0,380383,123516,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JU
SP8 5JW,10,N,3,3,3,0,0,3,0,381484,123911,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JW
SP8 5JX,10,N,4,4,4,0,0,4,0,380421,123489,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JX
SP8 5JY,10,N,20,20,19,1,0,20,0,380332,123445,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5JY,
SP8 5JZ,10,N,9,9,9,0,0,9,0,380189,123282,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5JZ
SP8 5LA,10,N,12,12,12,0,0,12,0,379978,123198,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5LA,
SP8 5LB,10,N,16,16,16,0,0,16,0,379965,123293,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5LB,
SP8 5LD,10,N,10,10,10,0,0,10,0,379938,123070,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LD
SP8 5LE,10,N,17,17,17,0,0,17,0,379985,123002,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5LE,
SP8 5LF,10,N,6,6,5,1,0,6,0,379928,122960,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LF
SP8 5LG,10,N,18,18,18,0,0,18,0,380283,123326,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5LG,
SP8 5LH,10,N,3,3,3,0,0,3,0,380905,123042,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LH
SP8 5LJ,10,N,4,4,4,0,0,4,0,379833,123019,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LJ
SP8 5LL,10,N,7,7,7,0,0,7,0,379809,122945,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LL
SP8 5LN,10,N,2,2,2,0,0,2,0,379902,123097,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LN
SP8 5LP,10,N,1,1,1,0,0,1,0,379831,122847,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LP
SP8 5LQ,10,N,17,17,15,2,0,17,0,380275,123046,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5LQ,
SP8 5LR,10,N,5,5,5,0,0,5,0,379960,122710,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LR
SP8 5LS,10,N,6,6,6,0,0,6,0,380191,122369,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5LS
SP8 5LT,10,N,8,8,8,0,0,8,0,381234,122234,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5LT
SP8 5LU,10,N,2,2,2,0,0,2,0,380851,122150,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5LU
SP8 5LW,10,N,9,9,9,0,0,9,0,379900,122922,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5LW
SP8 5LX,10,N,19,19,16,3,0,19,0,380551,121642,E92000001,E19000002,E18000010,,E06000059,E05012682,S,SP8 5LX,
SP8 5LY,10,N,12,12,12,0,0,12,0,381466,121520,E92000001,E19000002,E18000010,,E06000059,E05012682,S,SP8 5LY,
SP8 5LZ,10,N,2,2,2,0,0,2,0,381838,122064,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5LZ
SP8 5NA,10,N,4,4,4,0,0,4,0,381532,122786,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NA
SP8 5NB,10,N,11,11,11,0,0,11,0,381304,123347,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NB
SP8 5ND,10,N,13,13,13,0,0,13,0,382240,123484,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5ND,
SP8 5NF,10,N,15,15,15,0,0,15,0,379863,122971,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5NF,
SP8 5NG,10,N,1,1,0,1,0,1,0,381945,125558,E92000001,E19000002,E18000010,,E06000059,E05012702,L,,SP8 5NG
SP8 5NH,10,N,2,2,2,0,0,2,0,379292,126945,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NH
SP8 5NJ,10,N,2,2,2,0,0,2,0,379263,126914,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NJ
SP8 5NL,10,N,1,1,1,0,0,1,0,379275,127166,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NL
SP8 5NN,10,N,1,1,1,0,0,1,0,378969,127770,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NN
SP8 5NP,10,N,1,1,1,0,0,1,0,377877,127512,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NP
SP8 5NQ,10,N,1,1,1,0,0,1,0,377377,125493,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NQ
SP8 5NR,10,N,14,14,14,0,0,14,0,378826,126936,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5NR,
SP8 5NS,10,N,12,12,12,0,0,12,0,379210,126725,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5NS,
SP8 5NT,10,N,14,14,14,0,0,14,0,378644,126454,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5NT,
SP8 5NU,10,N,3,3,3,0,0,3,0,377959,126279,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NU
SP8 5NW,10,N,2,2,2,0,0,2,0,377999,127752,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NW
SP8 5NX,10,N,11,11,11,0,0,11,0,377221,125998,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NX
SP8 5NY,10,N,2,2,2,0,0,2,0,376792,126053,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NY
SP8 5NZ,10,N,1,1,1,0,0,1,0,380032,123367,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5NZ
SP8 5PA,10,N,10,10,10,0,0,10,0,376546,126232,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PA
SP8 5PB,10,N,4,3,4,0,0,3,1,376608,126732,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PB
SP8 5PD,10,N,3,3,2,1,0,3,0,376989,127442,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PD
SP8 5PE,10,N,1,1,1,0,0,1,0,376371,128832,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PE
SP8 5PF,10,N,14,14,13,1,0,14,0,376574,129350,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5PF,
SP8 5PG,10,N,11,11,11,0,0,11,0,376853,130085,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PG
SP8 5PH,10,N,6,6,6,0,0,6,0,376916,130225,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PH
SP8 5PJ,10,N,11,11,11,0,0,11,0,377079,130335,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PJ
SP8 5PL,10,N,4,4,4,0,0,4,0,377076,130406,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PL
SP8 5PN,10,N,3,3,3,0,0,3,0,378027,130223,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PN
SP8 5PP,10,N,4,4,4,0,0,4,0,378098,130112,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PP
SP8 5PQ,10,N,12,12,12,0,0,12,0,376957,130183,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5PQ,
SP8 5PR,10,N,10,10,10,0,0,10,0,378123,129425,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PR
SP8 5PS,10,N,6,6,6,0,0,6,0,378058,129481,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PS
SP8 5PT,10,N,3,3,3,0,0,3,0,378409,128498,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PT
SP8 5PU,10,N,3,3,3,0,0,3,0,379446,128413,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PU
SP8 5PW,10,N,2,2,2,0,0,2,0,377999,130292,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PW
SP8 5PX,10,N,28,28,28,0,0,28,0,379709,128132,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5PX,
SP8 5PY,10,N,9,9,9,0,0,9,0,379937,128536,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5PY
SP8 5PZ,10,N,13,13,13,0,0,13,0,379867,128601,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5PZ,
SP8 5QA,10,N,4,4,3,1,0,4,0,380120,128147,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QA
SP8 5QB,10,N,10,10,10,0,0,10,0,380015,128548,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QB
SP8 5QD,10,N,14,14,12,2,0,14,0,380134,128730,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5QD,
SP8 5QE,10,N,2,2,2,0,0,2,0,380600,129337,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QE
SP8 5QF,10,N,1,1,1,0,0,1,0,380713,128890,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QF
SP8 5QG,10,N,10,10,9,1,0,10,0,380417,129867,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QG
SP8 5QH,10,N,3,3,3,0,0,3,0,381431,129723,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QH
SP8 5QJ,10,N,3,3,3,0,0,3,0,382532,129917,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QJ
SP8 5QL,10,N,4,4,4,0,0,4,0,382570,129768,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QL
SP8 5QN,10,N,6,6,4,2,0,6,0,383294,129119,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QN
SP8 5QP,10,N,10,10,9,1,0,10,0,383168,128747,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QP
SP8 5QQ,10,N,12,12,12,0,0,12,0,380893,130052,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5QQ,
SP8 5QR,10,N,7,6,7,0,0,6,1,382081,128180,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QR
SP8 5QS,10,N,13,13,12,1,0,13,0,381509,127775,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5QS,
SP8 5QU,10,N,2,2,2,0,0,2,0,377087,130400,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QU
SP8 5QW,10,N,4,4,4,0,0,4,0,382374,129300,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5QW
SP8 5RA,10,N,4,4,3,1,0,4,0,378970,125239,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RA
SP8 5RB,10,N,1,1,1,0,0,1,0,379062,124831,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RB
SP8 5RD,10,N,8,8,8,0,0,8,0,378448,124647,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RD
SP8 5RE,10,N,8,8,7,1,0,8,0,379865,125420,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RE
SP8 5RF,10,N,1,1,1,0,0,1,0,379804,125021,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RF
SP8 5RG,10,N,6,6,5,1,0,6,0,379376,124335,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RG
SP8 5RH,10,N,1,1,0,1,0,1,0,379001,122906,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RH
SP8 5RJ,10,N,11,10,9,2,0,10,1,378850,122695,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RJ
SP8 5RL,10,N,35,35,35,0,0,35,0,378503,122796,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5RL,
SP8 5RN,10,N,10,10,10,0,0,10,0,378416,123062,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RN
SP8 5RP,10,N,11,11,9,2,0,11,0,378395,122508,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RP
SP8 5RQ,10,N,2,2,2,0,0,2,0,379442,122973,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RQ
SP8 5RR,10,N,39,39,33,6,0,39,0,377655,121283,E92000001,E19000002,E18000010,,E06000059,E05012682,S,SP8 5RR,
SP8 5RS,10,N,3,3,3,0,0,3,0,376573,120423,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5RS
SP8 5RT,10,N,20,20,20,0,0,20,0,378139,121499,E92000001,E19000002,E18000010,,E06000059,E05012682,S,SP8 5RT,
SP8 5RU,10,N,9,9,9,0,0,9,0,379415,121226,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5RU
SP8 5RW,10,N,10,10,10,0,0,10,0,378438,122538,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5RW
SP8 5RX,10,N,11,11,11,0,0,11,0,379235,121434,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5RX
SP8 5RZ,10,N,23,23,22,1,0,23,0,379351,121585,E92000001,E19000002,E18000010,,E06000059,E05012682,S,SP8 5RZ,
SP8 5SA,10,N,4,4,4,0,0,4,0,379377,121527,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5SA
SP8 5SB,10,N,4,4,4,0,0,4,0,379628,121684,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5SB
SP8 5SD,10,N,19,19,19,0,0,19,0,379635,121550,E92000001,E19000002,E18000010,,E06000059,E05012682,S,SP8 5SD,
SP8 5SE,10,N,30,30,27,3,0,30,0,377349,122286,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5SE,
SP8 5SF,10,N,2,2,2,0,0,2,0,376168,121476,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SF
SP8 5SG,10,N,5,5,3,2,0,5,0,375138,121707,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SG
SP8 5SH,10,N,2,2,2,0,0,2,0,373921,122143,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SH
SP8 5SJ,10,N,10,10,10,0,0,10,0,373962,122098,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SJ
SP8 5SL,10,N,1,1,1,0,0,1,0,377878,121817,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SL
SP8 5SN,10,N,3,3,3,0,0,3,0,379717,121552,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5SN
SP8 5SQ,10,N,2,2,2,0,0,2,0,374853,121760,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SQ
SP8 5SS,10,N,6,6,6,0,0,6,0,375045,124614,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SS
SP8 5ST,10,N,7,7,7,0,0,7,0,376973,130454,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5ST
SP8 5SW,10,N,2,2,2,0,0,2,0,379507,121446,E92000001,E19000002,E18000010,,E06000059,E05012682,S,,SP8 5SW
SP8 5SY,10,N,1,1,0,1,0,1,0,378764,127433,E92000001,E19000002,E18000010,,E06000059,E05012702,S,,SP8 5SY
SP8 5YG,10,N,13,13,13,0,0,13,0,378054,130876,E92000001,E19000002,E18000010,,E06000059,E05012702,S,SP8 5YG,
SP8 9AL,10,Y,1,1,0,0,1,1,0,380992,126389,E92000001,E19000002,E18000010,,E06000059,E05012702,L,,SP8 9AL
SP8 9AP,10,Y,1,1,0,0,1,1,0,380992,126389,E92000001,E19000002,E18000010,,E06000059,E05012702,L,,SP8 9AP
SP8 9AU,10,Y,1,1,0,0,1,1,0,380992,126389,E92000001,E19000002,E18000010,,E06000059,E05012702,L,,SP8 9AU
SP8 9AX,10,Y,1,1,0,0,1,1,0,380992,126389,E92000001,E19000002,E18000010,,E06000059,E05012702,L,,SP8 9AX
SP9 7AA,10,N,1,1,1,0,0,1,0,423206,148066,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AA
