PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS
SP4 8RE,10,N,31,31,31,0,0,31,0,414204,144218,E92000001,E19000002,E18000010,,E06000054,E05008361,S
SP4 8RF,10,N,39,39,39,0,0,39,0,414158,144159,E92000001,E19000002,E18000010,,E06000054,E05008361,S
SP4 8RJ,10,N,8,8,8,0,0,8,0,415347,144612,E92000001,E19000002,E18000010,,E06000054,E05008361,S
SP4 9AA,10,N,2,2,2,0,0,2,0,418713,143875,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AB,10,N,34,34,34,0,0,34,0,418444,144041,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AD,10,N,1,1,0,1,0,1,0,418616,143959,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9AE,10,N,17,17,5,12,0,17,0,418590,143897,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AH,10,N,34,34,34,0,0,34,0,418629,144189,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AJ,10,N,12,12,12,0,0,12,0,418401,144240,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AL,10,N,8,8,8,0,0,8,0,418377,144196,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AN,10,N,19,19,19,0,0,19,0,418347,144173,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AP,10,N,22,22,21,1,0,22,0,418910,144457,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AQ,10,N,52,52,52,0,0,52,0,418505,144235,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AS,10,N,2,2,2,0,0,2,0,419053,144325,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AT,10,N,4,4,4,0,0,4,0,419165,144334,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AW,10,N,12,12,12,0,0,12,0,418416,144158,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AY,10,N,4,4,4,0,0,4,0,419217,144230,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9AZ,10,N,8,8,8,0,0,8,0,419439,144245,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BA,10,N,6,6,6,0,0,6,0,419533,144270,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BB,10,N,9,9,9,0,0,9,0,419486,144169,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BD,10,N,6,6,6,0,0,6,0,419547,144023,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BE,10,N,7,7,7,0,0,7,0,419617,144002,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BF,10,N,4,4,4,0,0,4,0,414683,148926,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9BG,10,N,26,26,26,0,0,26,0,419722,143998,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BH,10,N,9,9,9,0,0,9,0,419237,144135,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BJ,10,N,12,12,12,0,0,12,0,419286,144171,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BL,10,N,8,8,8,0,0,8,0,419430,144210,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BQ,10,N,17,17,17,0,0,17,0,419440,144097,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BT,10,N,6,5,3,3,0,5,1,417981,143434,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BU,10,N,3,3,3,0,0,3,0,417003,143924,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9BY,10,N,22,22,22,0,0,22,0,416856,144261,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DA,10,N,10,10,10,0,0,10,0,416791,143798,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DB,10,N,1,1,1,0,0,1,0,416546,143775,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DD,10,N,4,4,4,0,0,4,0,416623,144079,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DE,10,N,2,2,2,0,0,2,0,416925,143726,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DF,10,N,9,9,9,0,0,9,0,416908,143629,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DG,10,N,10,10,10,0,0,10,0,416909,143530,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DH,10,N,27,27,27,0,0,27,0,416803,143283,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DJ,10,N,15,15,15,0,0,15,0,416950,143692,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DL,10,N,28,28,28,0,0,28,0,416978,143617,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DN,10,N,38,37,37,1,0,37,1,417085,143671,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DP,10,N,4,4,4,0,0,4,0,416468,143772,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DQ,10,N,25,25,24,1,0,25,0,416846,143429,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DR,10,N,6,6,4,2,0,6,0,416677,143657,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DS,10,N,23,23,22,1,0,23,0,416820,143460,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DT,10,N,13,13,12,1,0,13,0,416924,143324,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DW,10,N,44,43,44,0,0,43,1,416960,143463,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DY,10,N,17,17,15,2,0,17,0,416639,143401,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9DZ,10,N,7,7,7,0,0,7,0,416683,143751,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9EA,10,N,9,9,9,0,0,9,0,416819,143631,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9EB,10,N,4,4,4,0,0,4,0,416828,143587,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9ED,10,N,5,5,5,0,0,5,0,414677,148197,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9EE,10,N,5,5,5,0,0,5,0,414738,148187,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9EF,10,N,12,12,12,0,0,12,0,417177,143432,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FA,10,N,16,16,16,0,0,16,0,417274,143490,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FB,10,N,19,19,19,0,0,19,0,417883,143608,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FD,10,N,37,37,37,0,0,37,0,417861,143799,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FE,10,N,33,33,33,0,0,33,0,417778,143871,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FF,10,N,10,10,10,0,0,10,0,417851,143845,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FG,10,N,8,8,8,0,0,8,0,417833,143761,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FH,10,N,3,3,3,0,0,3,0,417894,143778,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FJ,10,N,8,8,8,0,0,8,0,417917,143768,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FL,10,N,7,7,7,0,0,7,0,417860,143683,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FN,10,N,41,41,41,0,0,41,0,417970,143693,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FP,10,N,6,6,6,0,0,6,0,417921,143699,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FQ,10,N,14,14,14,0,0,14,0,417974,143649,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FR,10,N,7,7,7,0,0,7,0,418008,143618,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FS,10,N,40,40,40,0,0,40,0,418018,143550,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FT,10,N,28,28,28,0,0,28,0,417976,143532,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FU,10,N,8,8,8,0,0,8,0,417325,143509,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FW,10,N,13,13,13,0,0,13,0,417478,143620,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FX,10,N,50,50,50,0,0,50,0,417596,143688,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FY,10,N,19,19,19,0,0,19,0,417588,143605,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9FZ,10,N,45,45,45,0,0,45,0,417614,143585,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9GA,10,N,46,46,46,0,0,46,0,417668,143572,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9GB,10,N,4,4,4,0,0,4,0,417451,143532,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9GD,10,N,4,4,4,0,0,4,0,417579,143516,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9GE,10,N,2,2,2,0,0,2,0,417639,143573,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9GF,10,N,6,6,6,0,0,6,0,417713,143572,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HA,10,N,26,26,26,0,0,26,0,417442,143913,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HB,10,N,8,8,8,0,0,8,0,417569,143930,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HD,10,N,3,3,3,0,0,3,0,416945,143523,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HE,10,N,24,24,24,0,0,24,0,417172,143586,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HF,10,N,20,20,20,0,0,20,0,417574,143792,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HG,10,N,10,10,10,0,0,10,0,417379,143693,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HH,10,N,13,13,13,0,0,13,0,417303,143686,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HJ,10,N,12,12,12,0,0,12,0,417122,143604,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HL,10,N,45,45,45,0,0,45,0,417480,143847,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HN,10,N,5,5,5,0,0,5,0,417377,143755,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HP,10,N,33,33,32,1,0,33,0,417307,143784,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HQ,10,N,17,17,17,0,0,17,0,417502,143789,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HR,10,N,14,14,14,0,0,14,0,417172,143697,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HS,10,N,12,12,12,0,0,12,0,417298,143618,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HT,10,N,37,37,37,0,0,37,0,417131,143530,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HW,10,N,7,7,7,0,0,7,0,417274,143705,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9HZ,10,N,1,1,0,1,0,1,0,419068,143709,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9JB,10,N,1,1,0,1,0,1,0,418564,143337,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9JG,10,N,1,1,0,1,0,1,0,418714,143576,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9JH,10,N,24,24,24,0,0,24,0,419198,143387,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JJ,10,N,18,18,18,0,0,18,0,419297,143325,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JL,10,N,22,22,22,0,0,22,0,419258,143411,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JN,10,N,13,13,13,0,0,13,0,419339,143467,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JP,10,N,27,27,27,0,0,27,0,419416,143536,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JR,10,N,11,11,11,0,0,11,0,419360,143595,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JS,10,N,30,30,30,0,0,30,0,419222,143491,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JU,10,N,16,16,16,0,0,16,0,419262,143544,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JW,10,N,51,51,51,0,0,51,0,419406,143434,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JY,10,N,5,5,2,3,0,5,0,418890,143744,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9JZ,10,N,1,1,0,1,0,1,0,419068,143709,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9LA,10,N,6,6,6,0,0,6,0,419010,143940,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LB,10,N,25,25,25,0,0,25,0,418930,143861,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LD,10,N,27,27,27,0,0,27,0,418971,143874,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LE,10,N,17,17,17,0,0,17,0,419043,143861,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LF,10,N,21,21,21,0,0,21,0,419027,144007,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LG,10,N,12,12,12,0,0,12,0,419069,144037,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LH,10,N,12,12,12,0,0,12,0,419052,143937,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LJ,10,N,18,18,18,0,0,18,0,418971,144060,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LN,10,N,1,1,0,1,0,1,0,418865,143326,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LQ,10,N,36,36,36,0,0,36,0,419086,143973,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LR,10,N,1,1,0,1,0,1,0,418358,143565,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9LY,10,N,1,1,0,1,0,1,0,418207,143989,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9LZ,10,N,5,5,2,3,0,5,0,418521,143367,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9NA,10,N,1,1,0,1,0,1,0,418207,143989,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9NJ,10,N,1,0,0,1,0,0,1,418040,143848,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9NT,10,N,10,10,10,0,0,10,0,418450,143343,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9NU,10,N,4,3,1,3,0,3,1,418438,143234,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9NY,10,N,1,1,0,1,0,1,0,418859,143319,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9PE,10,N,14,14,14,0,0,14,0,416762,143715,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9PF,10,N,16,16,16,0,0,16,0,416773,143662,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9PG,10,N,2,2,2,0,0,2,0,414712,148776,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PJ,10,N,35,35,29,6,0,35,0,414752,148933,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PL,10,N,7,7,7,0,0,7,0,414841,149041,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PN,10,N,3,3,2,1,0,3,0,414781,149073,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PP,10,N,3,3,3,0,0,3,0,414838,149335,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PQ,10,N,14,14,11,3,0,14,0,414724,148710,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PR,10,N,7,7,7,0,0,7,0,414842,149380,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PS,10,N,17,17,17,0,0,17,0,414866,149477,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PT,10,N,15,15,15,0,0,15,0,414955,149430,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PU,10,N,10,10,10,0,0,10,0,414972,149269,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PW,10,N,2,2,2,0,0,2,0,414828,149036,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PX,10,N,16,16,16,0,0,16,0,414895,149290,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PY,10,N,15,15,15,0,0,15,0,414810,149411,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9PZ,10,N,3,3,3,0,0,3,0,414682,149649,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QA,10,N,25,25,25,0,0,25,0,414737,149692,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QB,10,N,27,27,27,0,0,27,0,414652,149116,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QD,10,N,18,18,18,0,0,18,0,414604,149142,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QE,10,N,23,23,23,0,0,23,0,414481,149175,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QF,10,N,28,28,28,0,0,28,0,414437,149229,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QG,10,N,19,19,19,0,0,19,0,414370,149293,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QH,10,N,9,9,9,0,0,9,0,414622,148789,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QJ,10,N,15,15,15,0,0,15,0,414717,148798,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QL,10,N,1,1,1,0,0,1,0,414285,149643,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QP,10,N,14,14,14,0,0,14,0,414695,148884,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QQ,10,N,23,23,23,0,0,23,0,414722,149004,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QS,10,N,11,11,11,0,0,11,0,414410,149284,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QT,10,N,2,2,2,0,0,2,0,414733,148964,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QU,10,N,25,25,25,0,0,25,0,414605,149009,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QW,10,N,8,8,8,0,0,8,0,414676,148657,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QX,10,N,35,35,35,0,0,35,0,414570,149053,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QY,10,N,24,24,24,0,0,24,0,414465,149090,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9QZ,10,N,4,4,4,0,0,4,0,414505,148927,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RA,10,N,20,1,20,0,0,1,19,414544,148781,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RB,10,N,1,1,0,1,0,1,0,414257,147804,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RD,10,N,4,4,4,0,0,4,0,414555,148751,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RE,10,N,11,11,11,0,0,11,0,414217,148568,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RF,10,N,1,1,1,0,0,1,0,413892,148574,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RG,10,N,1,1,1,0,0,1,0,414349,148349,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RH,10,N,10,10,8,2,0,10,0,414637,148574,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RJ,10,N,1,1,1,0,0,1,0,414817,147774,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RN,10,N,15,15,15,0,0,15,0,414921,147793,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RQ,10,N,12,12,11,1,0,12,0,414527,148757,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RT,10,N,4,4,4,0,0,4,0,414731,148611,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RU,10,N,10,10,10,0,0,10,0,414799,148632,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RW,10,N,45,45,45,0,0,45,0,414590,148882,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9RX,10,N,6,6,6,0,0,6,0,415095,148526,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9RY,10,N,20,20,20,0,0,20,0,415290,148684,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9RZ,10,N,19,19,19,0,0,19,0,415329,148673,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9SA,10,N,19,19,19,0,0,19,0,415586,148547,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9SF,10,N,1,1,0,1,0,1,0,415422,148856,E92000001,E19000002,E18000010,,E06000054,E05008337,L
SP4 9SJ,10,N,1,1,0,1,0,1,0,418528,144337,E92000001,E19000002,E18000010,,E06000054,E05008337,S
SP4 9SQ,10,N,1,1,1,0,0,1,0,414835,147678,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP4 9SY,10,N,9,9,9,0,0,9,0,414694,148303,E92000001,E19000002,E18000010,,E06000054,E05008397,S
SP5 1AA,10,N,20,20,20,0,0,20,0,422305,129256,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AB,10,N,17,17,16,1,0,17,0,422523,129252,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AD,10,N,6,6,5,1,0,6,0,422794,129474,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AE,10,N,18,18,18,0,0,18,0,422434,129175,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AF,10,N,3,3,3,0,0,3,0,422760,129167,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AG,10,N,8,8,7,1,0,8,0,423631,128961,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AH,10,N,29,29,27,2,0,29,0,422416,129527,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AL,10,N,1,1,1,0,0,1,0,422025,129592,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AN,10,N,6,6,6,0,0,6,0,422048,129617,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AP,10,N,1,1,1,0,0,1,0,422011,129149,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AQ,10,N,6,6,6,0,0,6,0,424599,128783,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AR,10,N,3,3,3,0,0,3,0,422230,129159,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AT,10,N,4,4,4,0,0,4,0,421941,129019,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AU,10,N,2,2,2,0,0,2,0,422314,128541,E92000001,E19000002,E18000010,,E06000054,E05008328,S
SP5 1AW,10,N,15,15,15,0,0,15,0,422010,129505,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AX,10,N,9,9,9,0,0,9,0,421695,129110,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AY,10,N,2,2,2,0,0,2,0,420964,129384,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1AZ,10,N,1,1,1,0,0,1,0,420617,129333,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BD,10,N,1,1,1,0,0,1,0,428484,131173,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1BE,10,N,3,3,3,0,0,3,0,425759,127044,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1BF,10,N,13,13,13,0,0,13,0,423920,133133,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BG,10,N,11,11,11,0,0,11,0,424770,134106,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BH,10,N,1,1,1,0,0,1,0,424710,133390,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BJ,10,N,2,2,2,0,0,2,0,423537,134236,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BL,10,N,1,1,1,0,0,1,0,421542,133943,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BN,10,N,6,6,6,0,0,6,0,423147,134818,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BP,10,N,15,15,9,6,0,15,0,426985,135527,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1BQ,10,N,3,3,3,0,0,3,0,424693,133507,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BS,10,N,6,6,5,1,0,6,0,426988,135196,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1BU,10,N,10,10,10,0,0,10,0,425257,135515,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BW,10,N,25,24,22,3,0,24,1,425476,135439,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BX,10,N,12,12,12,0,0,12,0,425197,135533,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BY,10,N,5,5,3,2,0,5,0,425585,135922,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1BZ,10,N,14,14,14,0,0,14,0,426541,136611,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1DA,10,N,6,6,6,0,0,6,0,426253,136732,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1DB,10,N,5,5,5,0,0,5,0,424067,134499,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DD,10,N,1,1,1,0,0,1,0,427956,131594,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1DG,10,N,2,2,2,0,0,2,0,421095,131185,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DH,10,N,12,12,12,0,0,12,0,421331,131589,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DJ,10,N,3,3,3,0,0,3,0,421239,131575,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DL,10,N,3,3,3,0,0,3,0,421205,131553,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DP,10,N,3,3,3,0,0,3,0,421173,131523,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DQ,10,N,21,21,19,2,0,21,0,421208,131431,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DR,10,N,3,3,3,0,0,3,0,421198,131500,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DS,10,N,16,16,16,0,0,16,0,421096,131551,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DT,10,N,12,12,11,1,0,12,0,421015,131434,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DU,10,N,21,21,19,2,0,21,0,421172,131253,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DX,10,N,2,2,2,0,0,2,0,421151,131224,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1DY,10,N,7,7,7,0,0,7,0,421299,131185,E92000001,E19000002,E18000010,,E06000054,E05008421,S
